Date,Time,Open,High,Low,Close,Vol
2013-11-11,07:17:00,0.92229,0.92232,0.92229,0.92229
2013-11-11,07:18:00,0.92229,0.92234,0.92229,0.92232
2013-11-11,07:19:00,0.92233,0.92234,0.92230,0.92234
2013-11-11,07:20:00,0.92232,0.92232,0.92232,0.92232
2013-11-11,07:21:00,0.92232,0.92232,0.92230,0.92230
2013-11-11,07:22:00,0.92230,0.92230,0.92215,0.92216
2013-11-11,07:23:00,0.92216,0.92217,0.92213,0.92215
2013-11-11,07:24:00,0.92215,0.92217,0.92201,0.92201
2013-11-11,07:25:00,0.92201,0.92204,0.92200,0.92200
2013-11-11,07:26:00,0.92200,0.92203,0.92199,0.92203
2013-11-11,07:27:00,0.92202,0.92202,0.92199,0.92202
2013-11-11,07:28:00,0.92201,0.92203,0.92196,0.92196
2013-11-11,07:29:00,0.92196,0.92199,0.92192,0.92192
2013-11-11,07:30:00,0.92192,0.92200,0.92192,0.92199
2013-11-11,07:31:00,0.92201,0.92202,0.92198,0.92198
2013-11-11,07:32:00,0.92198,0.92209,0.92198,0.92209
2013-11-11,07:33:00,0.92205,0.92210,0.92205,0.92209
2013-11-11,07:34:00,0.92209,0.92209,0.92203,0.92203
2013-11-11,07:35:00,0.92203,0.92203,0.92193,0.92193
2013-11-11,07:36:00,0.92193,0.92195,0.92188,0.92188
2013-11-11,07:37:00,0.92189,0.92194,0.92189,0.92193
2013-11-11,07:38:00,0.92192,0.92193,0.92192,0.92193
2013-11-11,07:39:00,0.92195,0.92195,0.92191,0.92191
2013-11-11,07:40:00,0.92191,0.92201,0.92191,0.92201
2013-11-11,07:41:00,0.92201,0.92210,0.92199,0.92202
2013-11-11,07:42:00,0.92214,0.92216,0.92202,0.92216
2013-11-11,07:43:00,0.92216,0.92219,0.92213,0.92219
2013-11-11,07:44:00,0.92212,0.92217,0.92211,0.92217
2013-11-11,07:45:00,0.92217,0.92217,0.92216,0.92216
2013-11-11,07:46:00,0.92216,0.92219,0.92205,0.92217
2013-11-11,07:47:00,0.92217,0.92220,0.92203,0.92203
2013-11-11,07:48:00,0.92202,0.92206,0.92193,0.92203
2013-11-11,07:49:00,0.92203,0.92215,0.92203,0.92212
2013-11-11,07:50:00,0.92212,0.92214,0.92212,0.92212
2013-11-11,07:51:00,0.92212,0.92217,0.92211,0.92211
2013-11-11,07:52:00,0.92210,0.92212,0.92205,0.92210
2013-11-11,07:53:00,0.92211,0.92211,0.92207,0.92210
2013-11-11,07:54:00,0.92210,0.92210,0.92204,0.92206
2013-11-11,07:55:00,0.92206,0.92206,0.92199,0.92199
2013-11-11,07:56:00,0.92196,0.92201,0.92196,0.92198
2013-11-11,07:57:00,0.92196,0.92200,0.92196,0.92200
2013-11-11,07:58:00,0.92200,0.92200,0.92195,0.92196
2013-11-11,07:59:00,0.92196,0.92196,0.92188,0.92194
2013-11-11,08:00:00,0.92189,0.92206,0.92189,0.92201
2013-11-11,08:01:00,0.92202,0.92206,0.92196,0.92204
2013-11-11,08:02:00,0.92204,0.92206,0.92199,0.92204
2013-11-11,08:03:00,0.92204,0.92206,0.92203,0.92203
2013-11-11,08:04:00,0.92201,0.92201,0.92199,0.92200
2013-11-11,08:05:00,0.92200,0.92202,0.92182,0.92184
2013-11-11,08:06:00,0.92184,0.92184,0.92166,0.92166
2013-11-11,08:07:00,0.92166,0.92171,0.92163,0.92165
2013-11-11,08:08:00,0.92167,0.92172,0.92166,0.92170
2013-11-11,08:09:00,0.92170,0.92174,0.92168,0.92168
2013-11-11,08:10:00,0.92168,0.92172,0.92167,0.92167
2013-11-11,08:11:00,0.92167,0.92175,0.92167,0.92173
2013-11-11,08:12:00,0.92173,0.92177,0.92172,0.92177
2013-11-11,08:13:00,0.92177,0.92180,0.92173,0.92179
2013-11-11,08:14:00,0.92179,0.92192,0.92170,0.92177
2013-11-11,08:15:00,0.92177,0.92177,0.92168,0.92168
2013-11-11,08:16:00,0.92170,0.92180,0.92168,0.92168
2013-11-11,08:17:00,0.92168,0.92171,0.92168,0.92169
2013-11-11,08:18:00,0.92169,0.92174,0.92165,0.92170
2013-11-11,08:19:00,0.92172,0.92174,0.92167,0.92170
2013-11-11,08:20:00,0.92170,0.92185,0.92170,0.92185
