Date,Time,Open,High,Low,Close,Vol
2013-11-11,07:15:00,3.12770,3.12770,3.12770,3.12770
2013-11-11,07:16:00,3.1275,3.1275,3.1275,3.1275
2013-11-11,07:17:00,3.1275,3.1275,3.1275,3.1275
2013-11-11,07:18:00,3.1287,3.1299,3.1268,3.12784
2013-11-11,07:19:00,3.1283,3.12845,3.1283,3.1284
2013-11-11,07:20:00,3.1284,3.1284,3.12835,3.1284
2013-11-11,07:21:00,3.12835,3.1284,3.12835,3.12835
2013-11-11,07:22:00,3.12835,3.12835,3.12743,3.12743
2013-11-11,07:24:00,3.12706,3.12706,3.12706,3.12706
2013-11-11,07:25:00,3.12706,3.12706,3.12706,3.12706
2013-11-11,07:28:00,3.12668,3.12668,3.12632,3.12632
2013-11-11,07:29:00,3.12632,3.12632,3.12632,3.12632
2013-11-11,07:30:00,3.12668,3.12668,3.12668,3.12668
2013-11-11,07:31:00,3.1264,3.1266,3.1264,3.1264
2013-11-11,07:32:00,3.1264,3.12685,3.1264,3.12685
2013-11-11,07:33:00,3.1267,3.1268,3.1267,3.1267
2013-11-11,07:34:00,3.1267,3.1267,3.1264,3.1264
2013-11-11,07:35:00,3.1264,3.1264,3.1261,3.1261
2013-11-11,07:36:00,3.1261,3.12615,3.126,3.1261
2013-11-11,07:37:00,3.1261,3.1261,3.1261,3.1261
2013-11-11,07:38:00,3.12605,3.1261,3.126,3.1261
2013-11-11,07:39:00,3.12605,3.12605,3.12605,3.12605
2013-11-11,07:40:00,3.12605,3.1264,3.12605,3.1264
2013-11-11,07:41:00,3.1264,3.1266,3.1264,3.1265
2013-11-11,07:42:00,3.1265,3.12675,3.1265,3.12675
2013-11-11,07:43:00,3.12685,3.1269,3.1268,3.1268
2013-11-11,07:44:00,3.12685,3.12685,3.1268,3.1268
2013-11-11,07:45:00,3.1268,3.1268,3.1268,3.1268
2013-11-11,07:46:00,3.12685,3.12685,3.12685,3.12685
2013-11-11,07:47:00,3.12685,3.12685,3.1262,3.1262
2013-11-11,07:48:00,3.1262,3.12635,3.1262,3.12635
2013-11-11,07:49:00,3.12635,3.1266,3.12635,3.1266
2013-11-11,07:50:00,3.1266,3.12695,3.12655,3.12695
2013-11-11,07:51:00,3.127,3.1281,3.127,3.1281
2013-11-11,07:52:00,3.1281,3.12965,3.12795,3.12795
2013-11-11,07:53:00,3.1279,3.1298,3.1279,3.1287
2013-11-11,07:54:00,3.12845,3.12845,3.12845,3.12845
2013-11-11,07:55:00,3.12835,3.12835,3.12805,3.12815
2013-11-11,07:56:00,3.12815,3.12815,3.12815,3.12815
2013-11-11,07:57:00,3.1282,3.1288,3.1282,3.1287
2013-11-11,07:58:00,3.1287,3.1287,3.1285,3.1285
2013-11-11,07:59:00,3.1285,3.1285,3.1281,3.1283
2013-11-11,08:00:00,3.1283,3.1291,3.1283,3.1291
2013-11-11,08:01:00,3.1293,3.13165,3.1293,3.13105
2013-11-11,08:02:00,3.1311,3.13125,3.1311,3.13125
2013-11-11,08:03:00,3.1312,3.1312,3.1312,3.1312
2013-11-11,08:04:00,3.1312,3.1312,3.13105,3.13105
2013-11-11,08:05:00,3.13105,3.13105,3.13035,3.13035
2013-11-11,08:06:00,3.13035,3.13045,3.12995,3.12995
2013-11-11,08:07:00,3.12995,3.13025,3.12985,3.13015
2013-11-11,08:08:00,3.13015,3.13015,3.13005,3.13005
